link,city,street,price,type,rooms,surface,furnished,description,description_eng,near_school,near_hospital,near_public_transport,near_services,photos
https://directwonen.nl/huurwoningen-huren/almelo/m.th.-steynstraat/appartement-517602,Almelo,M.Th. Steynstraat,537.0,APPARTMENT,3.0,90.0,,"Wij bieden per direct meerdere appartementen aan in Almelo o.b.v. tijdelijke huur . Dit houdt in dat je hier voordelig kunt wonen voor een nog onbekende termijn. Je krijgt een overeenkomst voor minimaal 6 maanden. De opzegtermijn vanuit de verhuurder is 3 maanden. Zelf heb je een opzegtermijn van 1 maand. We zijn voor dit project op zoek naar enthousiaste, studenten of werkende starters zonder huisdieren en/of kinderen. Deze appartementen zijn gelegen in een portiekflat van 4 etages. Je krijgt de beschikking over een eigen appartement van ca. 80 - 90 m² met een aparte keuken, badkamer met douche en wastafel, apart toilet, meerdere slaapkamers, ruime en lichte woonkamer en een zonnig balkon. Ook is er op de begane grond een ruime berging aanwezig. Je kunt gratis parkeren voor de deur.","We immediately offer several apartments in Almelo based on: temporary rental . This means that you can live here cheaply for an as yet unknown period. You will receive an agreement for at least 6 months. The notice period from the landlord is 3 months. You have a notice period of 1 month. We are looking for enthusiastic students or working starters without pets and/or children for this project. These apartments are located in a 4-storey apartment building. You will have your own apartment of approximately 80 - 90 m² with a separate kitchen, bathroom with shower and sink, separate toilet, several bedrooms, spacious and bright living room and a sunny balcony. There is also a spacious storage room on the ground floor. You can park for free in front of the door.",0,0,0,0,"['https://resources.directwonen.nl/image/90069235-a796-4ed3-89ed-c244c90b430f', 'https://resources.directwonen.nl/image/248bbf40-6cb3-45e1-84d3-08c9ac97631f', 'https://resources.directwonen.nl/image/46ab6acf-1737-43fc-8e43-c6638c53c3de', 'https://resources.directwonen.nl/image/9393f60b-5344-47a6-8dbb-510cbdcd8929', 'https://resources.directwonen.nl/image/b442220b-84d2-4d6b-8156-57633c33c948']"
https://directwonen.nl/huurwoningen-huren/sittard/heinseweg/studio-517603,Sittard,Heinseweg,625.0,STUDIO-ROOM,2.0,30.0,Gestoffeerd,"Studio gelegen op de eerste verdieping. Station en Markt op loopafstand gelegen. Studio is in het centrum gelegen. Eerste verdieping: Woon-slaapkamer met open keuken. Badkamer met toilet, wastafel en douche. ALGEMEEN: Maandelijkse bijdrage gas water licht wifi en servicekosten euro 290,00 Borg euro 1.250,00. Studio wordt volledig geschilderd en voorzien van een nieuwe laminaatvloer. Aanvaarding: 1 Augustus 2026 | in overleg.","Studio located on the first floor. Station and Market within walking distance. Studio is located in the center. First floor: Living room with open kitchen. Bathroom with toilet, sink and shower. GENERAL: Monthly contribution for gas, water, electricity, WiFi and service costs Euro 290.00. Deposit Euro 1,250.00. Studio will be completely painted and fitted with a new laminate floor. Acceptance: August 1, 2026 | in consultation.",0,0,1,0,"['https://resources.directwonen.nl/image/45524107-f705-4b38-8673-eb783998686a', 'https://resources.directwonen.nl/image/e2864d41-7fd2-4ea9-a840-98f039001469', 'https://resources.directwonen.nl/image/9b05c3df-c732-4e71-a356-cd0cf89588ab', 'https://resources.directwonen.nl/image/2ca4b560-74c1-4026-b08b-56d07ea5f0ef', 'https://resources.directwonen.nl/image/af4bb4e6-423f-4af2-83a2-2d6a38ab4442']"
https://directwonen.nl/huurwoningen-huren/born/barbarahof/appartement-517604,Born,Barbarahof,975.0,APPARTMENT,2.0,60.0,,"Centraal en toch rustig gelegen appartement op eerste verdieping. O.a. ruime woonkamer, 1 slaapkamer, gesloten keuken met toegang tot dakterras en eigen berging. Begane grond: Hal/entree. Tevens toegang tot (fietsen)berging. Eerste verdieping: Hal. Toegang tot toilet met fonteintje. Woonkamer (circa 26m2). Gesloten keuken (3.03 x 1.95) voorzien van moderne aanbouwkeuken met apparatuur (afzuigkap, koelkast met vriesvak, 4-pits keramische kookplaat). Vanuit de keuken is het dakterras bereikbaar. Slaapkamer (4.12 x 2.70 + 0.93 x 2.06). Badkamer (2.11 x 1.93) met wastafel, douche en wasmachine aansluiting. Dakterras: Vanuit de keuken is het dakterras (3.07 x 1.65) bereikbaar. Tuin: Betegelde voortuin (4.30 x 3.12). ALGEMEEN: Energielabel B. Huurprijs is exclusief gas water en licht, huurder dient zichzelf en voor eigen rekening aan te melden. AANVAARDING: Per direct / in overleg.","Centrally yet quietly located apartment on the first floor. O.a. spacious living room, 1 bedroom, separate kitchen with access to roof terrace and private storage room. Ground floor: Hall/entrance. Also access to (bicycle) storage. First floor: Hall. Access to toilet with sink. Living room (approximately 26m2). Closed kitchen (3.03 x 1.95) with modern fitted kitchen with appliances (extractor hood, refrigerator with freezer, 4-burner ceramic hob). The roof terrace is accessible from the kitchen. Bedroom (4.12 x 2.70 + 0.93 x 2.06). Bathroom (2.11 x 1.93) with sink, shower and washing machine connection. Roof terrace: The roof terrace (3.07 x 1.65) is accessible from the kitchen. Garden: Tiled front garden (4.30 x 3.12). GENERAL: Energy label B. Rent is exclusive of gas, water and electricity, the tenant must register himself and at his own expense. ACCEPTANCE: Immediately / in consultation.",0,0,0,0,"['https://resources.directwonen.nl/image/30ebd308-2ee7-40b3-a8c0-94fb6aab3aac', 'https://resources.directwonen.nl/image/69f0cc3c-0979-4366-9f25-993f9368e6ae', 'https://resources.directwonen.nl/image/3c1c72ef-f231-4470-8662-5e24828a43c6', 'https://resources.directwonen.nl/image/20b7fee5-4715-4a82-9112-b7ef0dfe994c', 'https://resources.directwonen.nl/image/4dd66309-3ef8-44c6-b857-12d6e31060c7']"
https://directwonen.nl/huurwoningen-huren/eindhoven/sibeliuslaan/woning-517609,Eindhoven,Sibeliuslaan,1680.0,HOUSE,4.0,109.0,,"Deze ruime huurwoning ligt vlakbij het centrum van Eindhoven en de Genneperparken. Alle denkbare voorzieningen, belangrijke uitvalswegen en de High-tech-campus liggen op een steenworp afstand. Deze woning is ook een uitstekende keuze als u op zoek bent naar een huurwoning vlakbij het centrum van Eindhoven, omgeven door groen! Indeling: - Entree; - Hal met toegang tot de meterkast, een (gedeeltelijk) betegeld toilet met een hangend toilet en wastafel, en een garderobekast; - Volledig ingerichte keuken aan de voorzijde van de woning, voorzien van een gasfornuis, koelkast, combimagnetron/oven, afzuigkap en spoelbak; - Woonkamer aan de achterzijde met dubbele tuindeuren die uitkomen op de achtertuin, waar zich een aparte berging bevindt; - 3 slaapkamers op de eerste verdieping, waaronder 1 ruime hoofdslaapkamer; - Badkamer met toilet, wastafel en douche; - Ruime zolder (bereikbaar via een vaste trap) met aansluitingen wasapparatuur.","This spacious rental home is located near the center of Eindhoven and the Genneperparken. All conceivable facilities, major arterial roads and the high-tech campus are a stone's throw away. This house is also an excellent choice if you are looking for a rental property near the center of Eindhoven, surrounded by greenery! Layout: - Entrance; - Hall with access to the meter cupboard, a (partially) tiled toilet with a hanging toilet and sink, and a wardrobe; - Fully equipped kitchen at the front of the house, equipped with a gas stove, refrigerator, combination microwave/oven, extractor hood and sink; - Living room at the rear with double garden doors that open out to the backyard, where there is a separate storage room; - 3 bedrooms on the first floor, including 1 spacious master bedroom; - Bathroom with toilet, sink and shower; - Spacious attic (accessible via a staircase) with washing equipment connections.",0,0,0,0,"['https://resources.directwonen.nl/image/e63ba4fa-6587-4268-96fb-b56d8b9e2f2c', 'https://resources.directwonen.nl/image/e00de3b4-3b08-4267-9344-4ad4e647469b', 'https://resources.directwonen.nl/image/4bb56131-a800-4634-bec4-71f6e3fa4027', 'https://resources.directwonen.nl/image/ad08a1e4-99cf-4652-a4eb-449b517ef749', 'https://resources.directwonen.nl/image/48762b0b-c198-40a4-84cc-4dd5b6354ded']"
https://directwonen.nl/huurwoningen-huren/rotterdam/noordmolenstraat/studio-517615,Rotterdam,Noordmolenstraat,796.0,STUDIO-ROOM,1.0,31.0,Gemeubileerd,"Praktische zolderstudio beschikbaar op een handige locatie in Rotterdam. Locatie: Noordmolenstraat 44B02R, Rotterdam De studio bevindt zich op de bovenste verdieping van het pand en biedt een compacte maar comfortabele woonruimte. De studio beschikt over een privé keuken en badkamer. Het toilet wordt gedeeld in de gang. Het pand ligt in een levendige en goed verbonden omgeving van Rotterdam, dicht bij winkels, openbaar vervoer en dagelijkse voorzieningen. Het stadscentrum, Oude Noorden en Rotterdam Centraal Station zijn gemakkelijk bereikbaar per fiets of openbaar vervoer. Huur: €994,90 per maand (inclusief servicekosten, nutsvoorzieningen en internet) Waarborg: €1.591,80 (gelijk aan twee maanden van de basis huur)","Practical attic studio available in a convenient location in Rotterdam. Location: Noordmolenstraat 44B02R, Rotterdam The studio is located on the top floor of the building and offers a compact but comfortable living space. The studio has a private kitchen and bathroom. The toilet is shared in the hallway. The property is located in a lively and well-connected area of ​​Rotterdam, close to shops, public transport and daily amenities. The city center, Oude Noorden and Rotterdam Central Station are easily accessible by bicycle or public transport. Rent: €994.90 per month (including service costs, utilities and internet) Deposit: €1,591.80 (equal to two months of the basic rent)",0,0,1,0,"['https://resources.directwonen.nl/image/0f53d193-47e3-46e1-988e-90213b960d02', 'https://resources.directwonen.nl/image/8afd939b-b429-4185-acc9-04ceb489414b', 'https://resources.directwonen.nl/image/200004a3-b48c-4742-a400-55ddfc427b1e', 'https://resources.directwonen.nl/image/1b45b8ce-452e-48f8-a7f4-840978089e58']"
https://directwonen.nl/huurwoningen-huren/den-haag/watervlierstraat/studio-517616,Den Haag,Watervlierstraat,1052.0,STUDIO-ROOM,1.0,15.0,Gemeubileerd,"Heldere studio gelegen aan de Watervlierstraat in Den Haag, met een comfortabele woon- en slaapruimte. De studio heeft een eigen keuken en badkamer. De woning is gelegen in een levendige woonwijk, met veel winkels, restaurants en openbaar vervoer binnen loopafstand, gunstig gelegen tussen het stadscentrum en het strand. De studio is geschikt voor één persoon alleen. Huur: €1.051,94 per maand (inclusief servicekosten, meubels, nutsvoorzieningen en internet) Borg: €1.549,88 (gelijk aan twee maanden van de basis huur)","Bright studio located on Watervlierstraat in The Hague, with a comfortable living and sleeping area. The studio has its own kitchen and bathroom. The property is located in a lively residential area, with many shops, restaurants and public transport within walking distance, conveniently located between the city center and the beach. The studio is suitable for one person only. Rent: €1,051.94 per month (including service costs, furniture, utilities and internet) Deposit: €1,549.88 (equal to two months of the basic rent)",0,0,1,0,"['https://resources.directwonen.nl/image/8b168d87-2fd3-49dc-9b42-4d4afaad2bb1', 'https://resources.directwonen.nl/image/36a02c74-7f06-4f65-a83f-fb600b176f78', 'https://resources.directwonen.nl/image/23e1a9e8-e9dd-4249-a470-8d345c1d41e8', 'https://resources.directwonen.nl/image/9ed3a418-356c-49dc-b767-faebb46e5cb4']"
https://directwonen.nl/huurwoningen-huren/den-haag/laan/studio-517617,Den Haag,Laan,741.0,STUDIO-ROOM,1.0,24.0,Gemeubileerd,"Heldere en goed onderhouden studio gelegen aan de Laan in Den Haag, met een comfortabele privé woon- en slaapruimte. De studio heeft een eigen badkamer, terwijl de keuken gedeeld wordt met andere bewoners. Het pand ligt in een levendige buurt in Den Haag, met winkels, supermarkten, openbaar vervoer en het stadscentrum allemaal binnen handbereik. De studio is geschikt voor één persoon. Het pand beschikt over een private studio met een privé badkamer. Keuken is gedeeld in de gang. Huur: €968,22 per maand (inclusief servicekosten, meubels, nutsvoorzieningen en internet) Borg: €1.482,44 (gelijk aan twee maanden van de basis huur)","Bright and well-maintained studio located on the Laan in The Hague, with a comfortable private living and sleeping area. The studio has its own bathroom, while the kitchen is shared with other residents. The property is located in a lively area in The Hague, with shops, supermarkets, public transport and the city center all within easy reach. The studio is suitable for one person. The building has a private studio with a private bathroom. Kitchen is shared in the hallway. Rent: €968.22 per month (including service costs, furniture, utilities and internet) Deposit: €1,482.44 (equal to two months of the basic rent)",0,0,1,0,"['https://resources.directwonen.nl/image/53f3e601-d59f-457d-bd0c-314fd46cb6d5', 'https://resources.directwonen.nl/image/6f99b59a-b361-48c1-af6c-e02a01042432', 'https://resources.directwonen.nl/image/4983cb03-91e1-4327-ae56-d804df04354b', 'https://resources.directwonen.nl/image/fd02fc7e-d807-4586-bc42-1784fe3720ec']"
https://directwonen.nl/huurwoningen-huren/eindhoven/hoogstraat/studio-517618,Eindhoven,Hoogstraat,1475.0,STUDIO-ROOM,1.0,42.0,Gemeubileerd,"Karakteristieke studio met eigen terras en tuin – beschikbaar per 1 augustus Op een uitstekende locatie, nabij het centrum van Eindhoven, bieden wij deze sfeervolle en gedeeltelijk gemeubileerde studio aan. De woning bevindt zich op de begane grond van een karakteristieke stadsvilla en combineert authentieke details met modern wooncomfort. Dankzij de openslaande deuren naar het eigen terras en de gezamenlijke stadstuin geniet u van veel lichtinval en een heerlijke buitenruimte. De studio ligt op korte afstand van het stadscentrum en is uitstekend bereikbaar. ASML, de High Tech Campus, Eindhoven Airport en diverse uitvalswegen bevinden zich op korte fiets- of rijafstand. Indeling Via de gezamenlijke entree bereikt u de studio. Aan de voorzijde bevindt zich de lichte woonruimte met een moderne open keuken. De keuken is voorzien van diverse inbouwapparatuur, waaronder een inductiekookplaat, afzuigkap en combi-oven. De hoge plafonds en grote raampartijen zorgen voor een ruimtelijk gevoel. Het slaapgedeelte ligt aan de rustige achterzijde van de woning en beschikt over een karakteristieke bakstenen muur en openslaande deuren naar het terras en de gezamenlijke achtertuin. De studio wordt gedeeltelijk gemeubileerd opgeleverd, waaronder een bed, bureau en diverse meubels. De moderne badkamer is direct vanuit het slaapgedeelte bereikbaar en beschikt over een inloopdouche, toilet, wastafelmeubel en designradiator. Daarnaast kunnen bewoners gebruikmaken van een gezamenlijke wasruimte met wasmachines en een gezamenlijke fietsenberging. Bijzonderheden Beschikbaar per 1 augustus Gedeeltelijk gemeubileerd Eigen terras aan de achterzijde Gezamenlijke stadstuin Moderne keuken met inbouwapparatuur Luxe badkamer Gezamenlijke wasruimte Gezamenlijke fietsenberging Karakteristieke details, waaronder een authentieke bakstenen muur Gelegen nabij het centrum van Eindhoven Goede verbinding richting ASML, High Tech Campus en Eindhoven Airport Praktische informatie Kale huurprijs: € 1.145,- per maand Servicekosten: € 95,- per maand Voorschot gas, water en elektra: € 150,- per maand Kosten meubilering: € 85,- per maand Totale maandlasten: € 1.475,- per maand Waarborgsom: 2 maanden huur Beschikbaar per: 1 augustus Minimale huurperiode: 24 maanden Niet geschikt voor studenten (PhD-kandidaten zijn welkom) Deze sfeervolle studio is ideaal voor een werkende professional of expat die op zoek is naar een comfortabele, instapklare woning met een eigen buitenruimte op een centrale locatie in Eindhoven. Dankzij de combinatie van karakter, comfort en uitstekende bereikbaarheid is dit een unieke woonplek.","Characteristic studio with private terrace and garden - available from August 1. We offer this attractive and partially furnished studio in an excellent location, near the center of Eindhoven. The house is located on the ground floor of a characteristic city villa and combines authentic details with modern living comfort. Thanks to the French doors to the private terrace and the shared city garden, you can enjoy plenty of light and a lovely outdoor space. The studio is located a short distance from the city center and is easily accessible. ASML, the High Tech Campus, Eindhoven Airport and various arterial roads are within a short cycling or driving distance. Layout You reach the studio via the shared entrance. At the front is the bright living room with a modern open kitchen. The kitchen is equipped with various built-in appliances, including an induction hob, extractor hood and combi oven. The high ceilings and large windows provide a spacious feeling. The sleeping area is located at the quiet rear of the house and has a characteristic brick wall and patio doors to the terrace and the shared backyard. The studio is delivered partially furnished, including a bed, desk and various furniture. The modern bathroom is directly accessible from the sleeping area and has a walk-in shower, toilet, washbasin and design radiator. In addition, residents can use a shared laundry room with washing machines and a shared bicycle shed. Details Available from August 1 Partly furnished Private terrace at the rear Shared city garden Modern kitchen with built-in appliances Luxury bathroom Shared laundry room Shared bicycle storage Characteristic details, including an authentic brick wall Located near the center of Eindhoven Good connection to ASML, High Tech Campus and Eindhoven Airport Practical information Basic rental price: € 1,145 per month Service costs: € 95 per month Advance payment for gas, water and electricity: € 150 per month Furnishing costs: € 85 per month Total monthly costs: € 1,475 per month Deposit: 2 months rent Available from: August 1 Minimum rental period: 24 months Not suitable for students (PhD candidates are welcome) This attractive studio is ideal for a working professional or expat who is looking for a comfortable, ready-to-live home with its own outdoor space on a central location in Eindhoven. Thanks to the combination of character, comfort and excellent accessibility, this is a unique place to live.",0,0,0,1,"['https://resources.directwonen.nl/image/a42be041-8a1b-498e-bb39-6e03f8bde399', 'https://resources.directwonen.nl/image/50226939-6d3f-4490-b30e-7379be899e49', 'https://resources.directwonen.nl/image/4e33f036-dfd1-44a5-bacf-44ebd1acae20', 'https://resources.directwonen.nl/image/32660a84-647c-4db5-8519-57d6d66ebd0a', 'https://resources.directwonen.nl/image/e6046979-e8be-40f4-9cc3-a42702cac884']"
https://directwonen.nl/huurwoningen-huren/rotterdam/groenendaal/appartement-517592,Rotterdam,Groenendaal,1388.0,APPARTMENT,3.0,68.0,Gestoffeerd,"Prachtig hoekappartement (68m2) met twee slaapkamers in het midden van het centrum Rotterdam. Groenendaal ligt midden in het levendige hart van Rotterdam, met alle voorzieningen letterlijk binnen handbereik. Onder het gebouw vind je direct een Albert Heijn en een Trekpleister, ideaal voor de dagelijkse boodschappen. Op loopafstand ligt de bekende Markthal, waar je terecht kunt voor verse producten, internationale keukens en gezellige eetgelegenheden. Direct naast de Markthal bevindt zich ook de levendige Binnenrotte Markt, één van de grootste en bekendste markten van Nederland. Hier kun je op dinsdag en zaterdag terecht voor verse groenten, fruit, vis, bloemen en allerlei andere producten. Voor een breder winkelaanbod wandel je zo naar de Koopgoot en de Lijnbaan. Daarnaast zijn er in de directe omgeving volop gezellige cafés, koffietentjes en eetgelegenheden te vinden. Qua bereikbaarheid zit je hier uitstekend. Station Rotterdam Blaak ligt op enkele minuten lopen en biedt toegang tot trein, metro, tram en bus. Hierdoor ben je snel onderweg richting andere delen van de stad of daarbuiten. Indeling: De verzorgde gezamenlijke entree is voorzien van brievenbussen, twee liften en een trappenhuis, waardoor je eenvoudig de gewenste verdieping bereikt. Bij binnenkomst in het appartement kom je in de nette hal. Aan de linkerzijde bevindt zich de eerste slaapkamer. Deze kamer is ideaal als werk of kleedkamer. Verder beschikt de hal over een separaat toilet met fonteintje, een praktische berging en een moderne badkamer voorzien van een ruime inloopdouche, een wastafel met spiegel en voldoende opbergruimte. De tweede slaapkamer bevindt zich aan de voorzijde van de woning. Dankzij de vele ramen is deze kamer heerlijk licht. De slaapkamer biedt voldoende ruimte voor een tweepersoonsbed, een grote kledingkast en eventueel een extra meubel. De royale woonkamer vormt het hart van de woning en profiteert dankzij de hoekligging van veel natuurlijke lichtinval. Er is volop ruimte voor een comfortabele zithoek, een eethoek en een tv-opstelling. De ruime hoekkeuken sluit perfect aan op de woonkamer en biedt een prettig uitzicht naar buiten. De keuken is volledig uitgerust met diverse inbouwapparatuur, waaronder een combimagnetron, vaatwasser, koelkast, vriezer en inductieplaat. Daarnaast beschikt de keuken over veel kastruimte. Een bijzonder stijlvol detail zijn de glazen deuren met zwarte stalen kozijnen, die de keuken op elegante wijze van de woonkamer afscheiden. Vanuit de woonkamer is het royale balkon bereikbaar. Dankzij de gunstige ligging geniet je hier van veel privacy en is het een heerlijke plek om te ontspannen, rustig een kop koffie te drinken of op een zonnige dag buiten te zitten. Kortom, Groenendaal  biedt een fijne combinatie van ruimte, licht en comfort. Met twee slaapkamers, een royale woonkamer, een complete keuken en een nette afwerking is dit een instapklaar appartement op een uitstekende locatie in het hart van Rotterdam.","Beautiful corner apartment (68m2) with two bedrooms in the middle of the center of Rotterdam. Groenendaal is located in the lively heart of Rotterdam, with all amenities literally within reach. Below the building you will immediately find an Albert Heijn and a Trekpleister, ideal for daily shopping. The famous Markthal is within walking distance, where you can find fresh products, international cuisines and cozy eateries. Directly next to the Markthal is the lively Binnenrotte Markt, one of the largest and best-known markets in the Netherlands. You can go here on Tuesdays and Saturdays for fresh vegetables, fruit, fish, flowers and all kinds of other products. For a wider range of shops, you can walk to the Koopgoot and the Lijnbaan. In addition, there are plenty of cozy cafés, coffee shops and eateries in the immediate vicinity. In terms of accessibility, you are in an excellent position here. Rotterdam Blaak station is a few minutes' walk away and offers access to train, metro, tram and bus. This means you can quickly travel to other parts of the city or beyond. Layout: The neat communal entrance has mailboxes, two elevators and a staircase, making it easy to reach the desired floor. Upon entering the apartment you enter the neat hall. The first bedroom is on the left. This room is ideal as a work or dressing room. The hall also has a separate toilet with sink, a practical storage room and a modern bathroom with a spacious walk-in shower, a sink with mirror and sufficient storage space. The second bedroom is located at the front of the house. Thanks to the many windows, this room is wonderfully light. The bedroom offers enough space for a double bed, a large wardrobe and possibly additional furniture. The spacious living room forms the heart of the home and benefits from plenty of natural light thanks to its corner location. There is plenty of space for a comfortable seating area, a dining area and a TV setup. The spacious corner kitchen connects perfectly to the living room and offers a pleasant view outside. The kitchen is fully equipped with various built-in appliances, including a combination microwave, dishwasher, refrigerator, freezer and induction hob. The kitchen also has plenty of cupboard space. A particularly stylish detail are the glass doors with black steel frames, which elegantly separate the kitchen from the living room. The spacious balcony is accessible from the living room. Thanks to its convenient location, you can enjoy a lot of privacy here and it is a wonderful place to relax, have a quiet cup of coffee or sit outside on a sunny day. In short, Groenendaal offers a nice combination of space, light and comfort. With two bedrooms, a spacious living room, a complete kitchen and a neat finish, this is a ready-to-live apartment in an excellent location in the heart of Rotterdam.",0,0,1,1,"['https://resources.directwonen.nl/image/a5867b29-8912-4bd1-8433-a109aa09f87d', 'https://resources.directwonen.nl/image/75a79d59-58dd-49c3-a3db-db18d2f485d5', 'https://resources.directwonen.nl/image/22decccf-5175-46dc-bd1b-869066ae9a88', 'https://resources.directwonen.nl/image/b6b097b6-b6b5-40ab-91cc-523e78be3139', 'https://resources.directwonen.nl/image/7efd0536-8b3d-4014-855b-d872ed97a061']"
https://directwonen.nl/huurwoningen-huren/maastricht/schippersdreef/appartement-517593,Maastricht,Schippersdreef,1180.0,APPARTMENT,3.0,80.0,Gestoffeerd,"Keurig onderhouden en instapklaar appartement voorzien van zonnige woonkamer, 2 slaapkamers en een moderne keuken en badkamer. Beschikbaar voor één huishouden. Indeling: Begane grond: Ruime privéberging en meterkast. Centrale hal met bellentableau, brievenbussen en trappenhuis. Derde verdieping: Bij binnenkomst in de ruime hal (3m2) heeft men toegang tot het toilet, twee slaapkamers met toegang tot het balkon met vrij uitzicht, de badkamer met inloopdouche en wastafel en uiteraard de ruime, frisse doorzonwoonkamer voorzien van een laminaatvloer. De keuken is eveneens vanuit de hal te bereiken. De gesloten keuken heeft een zeer moderne uitstraling en is voorzien van afzuigkap, 4 pits inductiekookplaat, combimagnetron en koelkast. Vanuit de keuken heeft men toegang naar het balkon aan de voorzijde en de bijkeuken waar de wasmachineaansluiting is. Extra info: Huurprijs exclusief stookkosten (€ 120,-) Huurprijs inclusiefservicekosten en water (€ 165,-) Huurprijs exclusief elektra, internet en TV. Gehele appartement voorzien van een laminaatvloer. Het appartement is geheel voorzien van kunststof kozijnen met isolerende beglazing. De slaapkamers en de achterzijde van de woonkamer zijn voorzien van rolluiken. Balkons aan de achterzijde hebben vrij uitzicht. Vrij parkeren voor en rond het complex Geen honden toegestaan! Algemene info: Het appartement is rustig gelegen in de gewilde wijk Belfort met diverse winkelvoorzieningen in de directe nabijheid. Winkelcentrum 'Brusselse Poort' ligt op ongeveer 2-3 minuten fietsen. De binnenstad is op ongeveer 10 minuten fietsafstand. Daarnaast is de verbinding met het openbaar vervoer richting de stad en het treinstation uitstekend te noemen, aangezien er een bushalte 'naast de deur' ligt. Uitvalswegen goed bereikbaar.","Well maintained and ready to move in apartment with sunny living room, 2 bedrooms and a modern kitchen and bathroom. Available for one household. Layout: Ground floor: Spacious private storage room and meter cupboard. Central hall with doorbells, mailboxes and stairwell. Third floor: Upon entering the spacious hall (3m2) you have access to the toilet, two bedrooms with access to the balcony with unobstructed views, the bathroom with walk-in shower and sink and of course the spacious, fresh living room with a laminate floor. The kitchen can also be reached from the hall. The closed kitchen has a very modern look and is equipped with an extractor hood, 4-burner induction hob, combination microwave and refrigerator. From the kitchen you have access to the balcony at the front and the utility room where the washing machine connection is located. Additional information: Rental price excluding heating costs (€ 120) Rental price including service costs and water (€ 165) Rental price excluding electricity, internet and TV. Entire apartment with laminate flooring. The apartment is fully equipped with plastic frames with insulating glazing. The bedrooms and the rear of the living room have shutters. Balconies at the rear have an unobstructed view. Free parking in front of and around the complex. No dogs allowed! General information: The apartment is quietly located in the popular Belfort district with various shopping facilities in the immediate vicinity. Shopping center 'Brusselse Poort' is about 2-3 minutes by bike. The city center is about 10 minutes by bike. In addition, the connection to public transport to the city and the train station is excellent, as there is a bus stop 'next door'. Easily accessible arterial roads.",0,0,1,1,"['https://resources.directwonen.nl/image/6ea00dbb-a918-4dfd-9e2c-ae09cd8e1f9f', 'https://resources.directwonen.nl/image/286bd6f6-ad02-4928-bf59-f0810351c680', 'https://resources.directwonen.nl/image/f6985312-3b9b-4d0c-9491-46f3952d1dc7', 'https://resources.directwonen.nl/image/732e1e04-c0f4-4545-83a9-7c0f90e0f86e', 'https://resources.directwonen.nl/image/e7025bb2-bcad-4c0e-a360-1b128a514af6']"
